SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;0131;ak;aardrijkskunde; ;0;0;19;6,8;19;6,8;19;6,0;19;6,0;6,4
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;0161;in;informatica; ;0;0;24;7,8;0;,0;0;,0;0;,0;7,9
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;V;59;59;0;,0;0;,0;0;,0;0;,0;,0
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;59;6,9;59;6,9;59;6,5;59;6,5;6,7
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;59;6,8;59;6,8;59;6,7;59;6,7;6,8
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;21;6,4;21;6,4;21;6,2;21;6,2;6,3
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;33;6,3;33;6,3;33;5,5;33;5,5;6,0
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1018;biol;biologie; ;0;0;39;6,4;39;6,4;39;6,6;39;6,6;6,6
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1019;maat;maatschappijleer; ;0;0;59;7,7;0;,0;0;,0;0;,0;7,7
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;55;8,6;0;,0;0;,0;0;,0;8,6
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1021;ges;geschiedenis; ;0;0;18;7,0;18;7,0;18;6,6;18;6,6;6,7
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1022;econ;economie; ;0;0;15;6,1;15;6,1;15;5,1;15;5,1;5,7
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1023;nat;natuurkunde; ;0;0;36;6,4;36;6,4;36;5,5;36;5,5;6,0
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1024;wisA;wiskunde A; ;0;0;32;6,9;32;6,9;32;6,8;32;6,8;6,9
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1025;wisB;wiskunde B; ;0;0;27;6,6;27;6,6;27;6,1;27;6,1;6,3
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1027;wisD;wiskunde D; ;0;0;6;7,4;0;,0;0;,0;0;,0;7,3
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1028;schk;scheikunde; ;0;0;42;6,2;42;6,2;42;5,7;42;5,7;6,0
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1031;kumu;kunst (muziek); ;0;0;2;7,9;2;7,9;2;7,3;2;7,3;7,5
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1032;kudr;kunst (drama); ;0;0;2;7,7;2;7,7;2;6,5;2;6,5;7,5
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1033;kuda;kunst (dans); ;0;0;1;7,9;1;7,9;1;5,1;1;5,1;7,0
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1038;bsm;bewegen, sport en maatschappij; ;0;0;19;7,5;0;,0;0;,0;0;,0;7,6
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1052;chtc;Chinese taal en cultuur; ;0;0;1;9,8;0;,0;0;,0;0;,0;10,0
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007); ;0;0;19;7,9;0;,0;0;,0;0;,0;7,8
2021;12RB;00;Scholengemeenschap Helinium;0530;HELLEVOETSLUIS;HELLEVOETSLUIS;Zuid-Holland;VWO;1110;ltc;Latijnse taal en cultuur; ;0;0;4;7,0;4;7,0;4;6,4;4;6,4;6,5
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;0131;ak;aardrijkskunde; ;0;0;25;6,3;25;6,3;25;5,8;25;5,8;6,0
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;0301;anw;algemene natuurwetenschappen; ;0;0;53;6,9;0;,0;0;,0;0;,0;6,9
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;G;54;54;0;,0;0;,0;0;,0;0;,0;,0
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;V;3;3;0;,0;0;,0;0;,0;0;,0;,0
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;0400;beco;bedrijfseconomie; ;0;0;6;6,6;6;6,6;6;7,0;6;7,0;6,8
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;59;6,4;59;6,4;59;5,8;59;5,8;6,1
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;59;7,2;59;7,2;59;7,3;59;7,3;7,3
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;34;6,1;34;6,1;34;6,0;34;6,0;6,1
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;25;6,4;25;6,4;25;7,1;25;7,1;6,8
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1018;biol;biologie; ;0;0;46;6,7;46;6,7;46;6,7;46;6,7;6,7
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1019;maat;maatschappijleer; ;0;0;59;7,2;0;,0;0;,0;0;,0;7,3
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;58;7,8;0;,0;0;,0;0;,0;7,8
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1021;ges;geschiedenis; ;0;0;35;6,4;35;6,4;35;5,5;35;5,5;6,0
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1022;econ;economie; ;0;0;28;6,3;28;6,3;28;6,1;28;6,1;6,2
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1023;nat;natuurkunde; ;0;0;34;6,9;34;6,9;34;7,1;34;7,1;7,0
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1024;wisA;wiskunde A; ;0;0;31;6,6;31;6,6;31;7,0;31;7,0;6,8
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1025;wisB;wiskunde B; ;0;0;28;6,6;28;6,6;28;6,8;28;6,8;6,8
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1027;wisD;wiskunde D; ;0;0;10;7,3;0;,0;0;,0;0;,0;7,2
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1028;schk;scheikunde; ;0;0;38;6,3;38;6,3;38;6,8;38;6,8;6,6
2021;13EE;00;Regionale Sgm Enkhuizen;0388;ENKHUIZEN;ENKHUIZEN;Noord-Holland;VWO;1030;kubv;kunst (beeldende vormgeving); ;0;0;18;7,0;18;7,0;18;6,8;18;6,8;6,9
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;0131;ak;aardrijkskunde; ;0;0;12;6,6;12;6,6;12;6,5;12;6,5;6,6
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;0270;te;tekenen; ;0;0;3;7,1;3;7,1;3;6,5;3;6,5;6,7
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;0353;lo;lichamelijke opvoeding;V;27;27;0;,0;0;,0;0;,0;0;,0;,0
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;0400;beco;bedrijfseconomie; ;0;0;9;7,0;9;7,0;9;5,2;9;5,2;6,1
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;27;6,7;27;6,7;27;5,8;27;5,8;6,2
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;27;7,0;27;7,0;27;6,9;27;6,9;7,1
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;10;6,7;10;6,7;10;5,7;10;5,7;6,3
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;17;6,2;17;6,2;17;5,9;17;5,9;6,1
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1018;biol;biologie; ;0;0;19;6,5;19;6,5;19;5,5;19;5,5;6,0
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1019;maat;maatschappijleer; ;0;0;25;7,2;0;,0;0;,0;0;,0;7,3
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;25;6,9;0;,0;0;,0;0;,0;7,0
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1021;ges;geschiedenis; ;0;0;9;6,7;9;6,7;9;5,0;9;5,0;5,8
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1022;econ;economie; ;0;0;18;6,6;18;6,6;18;5,6;18;5,6;6,2
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1023;nat;natuurkunde; ;0;0;17;6,5;17;6,5;17;6,4;17;6,4;6,4
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1024;wisA;wiskunde A; ;0;0;20;6,7;20;6,7;20;7,0;20;7,0;6,9
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1025;wisB;wiskunde B; ;0;0;5;7,2;5;7,2;5;7,4;5;7,4;7,4
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1026;wisC;wiskunde C; ;0;0;2;5,5;2;5,5;2;6,2;2;6,2;6,0
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1028;schk;scheikunde; ;0;0;18;6,3;18;6,3;18;6,3;18;6,3;6,4
2021;13JO;00;Rsgm Noord Oost Veluwe;0232;EPE;EPE;Gelderland;VWO;1035;nlt;natuur, leven en technologie; ;0;0;7;7,1;0;,0;0;,0;0;,0;7,3
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;0131;ak;aardrijkskunde; ;0;0;21;6,6;21;6,6;21;6,5;21;6,5;6,6
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;0161;in;informatica; ;0;0;19;7,3;0;,0;0;,0;0;,0;7,3
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;0301;anw;algemene natuurwetenschappen; ;0;0;72;7,7;0;,0;0;,0;0;,0;7,8
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;0353;lo;lichamelijke opvoeding;G;48;48;0;,0;0;,0;0;,0;0;,0;,0
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;0353;lo;lichamelijke opvoeding;V;24;24;0;,0;0;,0;0;,0;0;,0;,0
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;0400;beco;bedrijfseconomie; ;0;0;34;6,7;34;6,7;34;6,0;34;6,0;6,3
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;72;6,4;72;6,4;72;6,4;72;6,4;6,5
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;72;7,2;72;7,2;72;7,3;72;7,3;7,3
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;33;7,3;33;7,3;33;7,3;33;7,3;7,3
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;39;6,7;39;6,7;39;6,3;39;6,3;6,5
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1018;biol;biologie; ;0;0;28;6,1;28;6,1;28;7,0;28;7,0;6,6
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1019;maat;maatschappijleer; ;0;0;72;7,5;0;,0;0;,0;0;,0;7,5
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;63;7,8;0;,0;0;,0;0;,0;7,9
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1021;ges;geschiedenis; ;0;0;37;6,4;37;6,4;37;5,9;37;5,9;6,2
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1022;econ;economie; ;0;0;32;6,7;32;6,7;32;6,0;32;6,0;6,4
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1023;nat;natuurkunde; ;0;0;32;6,4;32;6,4;32;6,5;32;6,5;6,5
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1024;wisA;wiskunde A; ;0;0;44;6,5;42;6,4;44;7,1;42;6,9;6,8
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1025;wisB;wiskunde B; ;0;0;29;5,9;29;5,9;29;7,7;29;7,7;6,9
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1026;wisC;wiskunde C; ;0;0;1;5,9;1;5,9;1;5,9;1;5,9;6,0
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1027;wisD;wiskunde D; ;0;0;7;7,3;0;,0;0;,0;0;,0;7,3
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1028;schk;scheikunde; ;0;0;37;6,5;37;6,5;37;6,6;37;6,6;6,6
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1030;kubv;kunst (beeldende vormgeving); ;0;0;11;7,4;9;7,4;9;7,3;9;7,3;7,4
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1031;kumu;kunst (muziek); ;0;0;9;7,5;8;7,4;8;6,8;8;6,8;7,2
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007); ;0;0;12;7,6;0;,0;0;,0;0;,0;7,7
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1110;ltc;Latijnse taal en cultuur; ;0;0;9;6,9;9;6,9;9;8,0;9;8,0;7,6
2021;13OR;00;Pontes;0664;GOES;GOES;Zeeland;VWO;1111;gtc;Griekse taal en cultuur; ;0;0;2;7,4;2;7,4;2;7,9;2;7,9;7,5
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;0131;ak;aardrijkskunde; ;0;0;6;6,4;6;6,4;6;6,6;6;6,6;6,5
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;0353;lo;lichamelijke opvoeding;G;14;14;0;,0;0;,0;0;,0;0;,0;,0
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;0353;lo;lichamelijke opvoeding;V;6;6;0;,0;0;,0;0;,0;0;,0;,0
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;0400;beco;bedrijfseconomie; ;0;0;13;7,1;13;7,1;13;6,5;13;6,5;6,8
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;20;6,8;20;6,8;20;6,3;20;6,3;6,7
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;20;7,2;20;7,2;20;7,6;20;7,6;7,4
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;11;6,1;11;6,1;11;7,0;11;7,0;6,5
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;11;6,9;11;6,9;11;6,9;11;6,9;6,9
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1018;biol;biologie; ;0;0;16;6,4;16;6,4;16;6,6;16;6,6;6,6
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1019;maat;maatschappijleer; ;0;0;18;6,7;0;,0;0;,0;0;,0;6,7
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;18;7,4;0;,0;0;,0;0;,0;7,6
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1021;ges;geschiedenis; ;0;0;5;6,3;5;6,3;5;6,1;5;6,1;6,4
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1022;econ;economie; ;0;0;8;7,2;8;7,2;8;6,2;8;6,2;7,0
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1023;nat;natuurkunde; ;0;0;15;6,6;15;6,6;15;7,2;15;7,2;6,9
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1024;wisA;wiskunde A; ;0;0;7;7,0;7;7,0;7;7,6;7;7,6;7,3
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1025;wisB;wiskunde B; ;0;0;13;6,7;13;6,7;13;7,2;13;7,2;6,8
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1027;wisD;wiskunde D; ;0;0;4;7,5;0;,0;0;,0;0;,0;7,3
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1028;schk;scheikunde; ;0;0;17;6,9;17;6,9;17;6,6;17;6,6;6,8
2021;13OR;03;locatie, Pieter Zeeman;1676;SCHOUWEN-DUIVELAND;ZIERIKZEE;Zeeland;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007); ;0;0;4;6,9;0;,0;0;,0;0;,0;6,8
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;0131;ak;aardrijkskunde; ;0;0;13;6,0;13;6,0;13;6,3;13;6,3;6,2
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;0311;fi;filosofie; ;0;0;8;7,6;8;7,6;8;8,8;8;8,8;8,0
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;0353;lo;lichamelijke opvoeding;G;55;55;0;,0;0;,0;0;,0;0;,0;,0
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;0400;beco;bedrijfseconomie; ;0;0;25;5,9;25;5,9;25;6,0;25;6,0;6,0
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;56;6,5;56;6,5;56;6,2;56;6,2;6,3
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1002;entl;Engelse taal en literatuur; ;0;0;56;7,0;56;7,0;56;7,0;56;7,0;7,1
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1003;fatl;Franse taal en literatuur; ;0;0;24;6,8;24;6,8;24;6,3;24;6,3;6,6
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;30;6,4;30;6,4;30;6,5;30;6,5;6,5
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1005;sptl;Spaanse taal en literatuur; ;0;0;10;6,3;10;6,3;10;6,8;10;6,8;6,8
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1018;biol;biologie; ;0;0;29;6,4;29;6,4;29;6,7;29;6,7;6,6
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1019;maat;maatschappijleer; ;0;0;56;6,5;0;,0;0;,0;0;,0;6,6
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;48;7,5;0;,0;0;,0;0;,0;7,6
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1021;ges;geschiedenis; ;0;0;24;6,3;24;6,3;24;5,6;24;5,6;6,0
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1022;econ;economie; ;0;0;28;6,1;28;6,1;28;5,4;28;5,4;5,8
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1023;nat;natuurkunde; ;0;0;29;6,4;29;6,4;29;6,6;29;6,6;6,5
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1024;wisA;wiskunde A; ;0;0;29;6,7;29;6,7;29;7,0;29;7,0;6,8
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1025;wisB;wiskunde B; ;0;0;27;6,9;27;6,9;27;6,6;27;6,6;6,8
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1027;wisD;wiskunde D; ;0;0;7;7,2;0;,0;0;,0;0;,0;7,3
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1028;schk;scheikunde; ;0;0;32;6,7;32;6,7;32;7,8;32;7,8;7,3
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1030;kubv;kunst (beeldende vormgeving); ;0;0;5;7,2;5;7,2;5;6,7;5;6,7;7,0
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1031;kumu;kunst (muziek); ;0;0;7;7,5;6;7,5;6;6,9;6;6,9;7,3
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007); ;0;0;11;7,1;0;,0;0;,0;0;,0;7,1
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1061;lv;levensbeschouwelijk vormingsonderwijs; ;0;0;56;7,3;0;,0;0;,0;0;,0;7,4
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1110;ltc;Latijnse taal en cultuur; ;0;0;6;6,6;6;6,6;6;6,7;6;6,7;6,7
2021;13PE;00;Varendonck College;0743;ASTEN;ASTEN;Noord-Brabant;VWO;1111;gtc;Griekse taal en cultuur; ;0;0;3;6,5;3;6,5;3;6,8;3;6,8;6,7
