"ID";"Onderwijssectoren";"Perioden";"TotaalUitgavenAanOnderwijs_1";"TotaalOverheid_2";"TotaalAanOnderwijsinstellingen_3";"LumpsumFinanciering_4";"Contractonderzoek_5";"Apparaatskosten_6";"TotaalSubsidieEnFiscaleRegelingen_7";"EducatiefDeelDagbestPeuterspeelz_8";"Leerlingenvervoer_9";"OnderwijsvoorzieningenJonggehandicapten_10";"TegemoetkomingSchoolkosten_11";"BegeleidingskostenLeerBedrijven_12";"StudiefinancieringGiften_13";"StudiefinancieringLeningen_14";"TotaalOntvangsten_15";"EUSubsidieregelingen_16";"TerugontvangenStudiefinancieringEn_17";"RenteOpStudieleningen_18";"AflossingenOpStudieleningen_19";"TotaalHuishoudens_20";"TotaalAanOnderwijsinstellingen_21";"LesEnCollegegeldBekostigdOnderwijs_22";"LesEnCollegegeldParticulOnderwijs_23";"OuderbijdragenEnSchoolactiviteiten_24";"TotaalOverigeUitgaven_25";"EducatiefDeelDagbestPeuterspeelz_26";"BoekenLeermiddelenOVEnBijles_27";"TeveelOntvangenStudiefinancieringEn_28";"RenteOpStudieleningen_29";"AflossingenOpStudieleningen_30";"TotaalOntvangenBijdragen_31";"KinderopvangtoeslagEducatiefDeel_32";"OnderwijsvoorzieningenJonggehandicapten_33";"TegemoetkomingSchoolkosten_34";"StudiebeurzenVanBedrijven_35";"StudiefinancieringVoorLesEnColl_36";"StudiefinancieringVoorLevensonderhoud_37";"StudiefinancieringLeningen_38";"TotaalBedrijven_39";"TotaalAanOnderwijsinstellingen_40";"BegeleidingDualeLeerlingenStagiairs_41";"LesEnCollegegeldParticulOnderwijs_42";"Contractonderzoek_43";"TotaalOverigeUitgaven_44";"KinderopvangtoeslagEducatiefDeel_45";"Studiebeurzen_46";"TotaalOntvangenSubsidies_47";"Leerlingenvervoer_48";"BegeleidingskostenLeerBedrijven_49";"TotaalBuitenland_50";"TotaalAanOnderwijsinstellingen_51";"InternationaleMiddelen_52";"Contractonderzoek_53";"EUSubsidieregelingen_54";"TotaalUitgavenAanOnderwijs_55";"InBbp_56";"PerHoofdVanDeBevolking_57";"TotaalOverheidsuitgavenAanOnderwijs_58";"InBbp_59";"InVanDeTotaleOverheidsuitgaven_60";"TotaalAanOnderwijsinstellingen_61";"TotaalInBbp_62";"Overheid_63";"HuishoudensBedrijvenBuitenland_64";"PerDeelnemerInclusiefRD_65";"PerDeelnemerExclusiefRD_66"
"195";"A048579";"2022JJ00";"9158";"6131";"4870";"    4781";"";"89";"1289";"";"";"       3";"0";"435";"851";"559";"28";"0";"11";"17";"272";"779";"476";"193";"144";"139";"636";"";"608";"11";"17";"272";"333";"";"       3";"0";"0";"330";"521";"559";"2248";"2683";"2578";"105";"";"0";"";"0";"435";"";"435";"0";"0";"0";"";"0";"    9158";"1.0";"521";"6718";"0.7";"1.6";"8029";"     0.8";"0.5";"0.3";"   14734";"   14734"
"196";"A048425";"1995JJ00";"5619";"4648";"3825";"    3563";"     198";"64";"998";"";"";"       .";"";"0";"998";"173";"174";"0";"99";"76";"100";"483";"631";"435";"196";"";"369";"";"194";"99";"76";"100";"517";"";"       .";"";"3";"514";"484";"173";"430";"427";"117";"128";"182";"3";"";"3";"0";"";"0";"59";"59";"0";"59";"0";"    5619";"1.7";"364";"4996";"1.5";"2.8";"4941";"     1.5";"1.2";"0.3";"   10467";"    6539"
"197";"A048425";"1996JJ00";"5610";"4559";"3827";"    3556";"     205";"66";"891";"";"";"       .";"";"1";"891";"236";"160";"0";"93";"66";"100";"557";"662";"471";"191";"";"357";"";"197";"93";"66";"100";"462";"";"       .";"";"3";"459";"432";"236";"436";"433";"124";"125";"184";"3";"";"3";"1";"";"1";"59";"59";"0";"59";"0";"    5610";"1.6";"362";"4954";"1.4";"3.1";"4981";"     1.4";"1.1";"0.3";"   10754";"    6758"
"198";"A048425";"1997JJ00";"5632";"4356";"3833";"    3557";"     219";"57";"782";"";"";"       .";"";"1";"781";"386";"259";"0";"129";"130";"110";"747";"692";"490";"202";"";"462";"";"204";"129";"130";"110";"406";"";"       .";"";"4";"402";"379";"386";"468";"465";"133";"133";"200";"4";"";"4";"1";"";"1";"61";"61";"0";"61";"0";"    5632";"1.5";"362";"5000";"1.4";"3.0";"5050";"     1.4";"1.0";"0.3";"   11003";"    6819"
"199";"A048425";"1998JJ00";"5797";"4299";"4013";"    3731";"     220";"62";"506";"";"";"       .";"";"1";"505";"618";"220";"0";"117";"104";"127";"889";"748";"528";"220";"";"431";"";"211";"117";"104";"127";"289";"";"       .";"";"5";"284";"221";"618";"543";"539";"147";"144";"248";"5";"";"5";"1";"";"1";"66";"66";"0";"66";"0";"    5797";"1.5";"370";"5137";"1.3";"2.9";"5366";"     1.4";"1.0";"0.3";"   11559";"    7198"
"200";"A048425";"1999JJ00";"6126";"4562";"4198";"    3918";"     208";"71";"574";"";"";"       .";"";"2";"572";"635";"210";"0";"114";"96";"125";"903";"793";"563";"231";"";"441";"";"231";"114";"96";"125";"331";"";"       .";"";"6";"325";"247";"635";"593";"589";"162";"151";"275";"6";"";"6";"2";"";"2";"68";"68";"0";"68";"0";"    6126";"1.5";"389";"5407";"1.3";"3.0";"5648";"     1.3";"1.0";"0.3";"   11886";"    7651"
"201";"A048425";"2000JJ00";"6352";"4761";"4380";"    4069";"     232";"79";"619";"";"";"       .";"";"2";"617";"799";"237";"0";"131";"106";"123";"860";"808";"569";"239";"";"491";"";"254";"131";"106";"123";"439";"";"       .";"";"6";"433";"184";"799";"652";"649";"182";"157";"310";"6";"";"6";"2";"";"2";"78";"78";"0";"78";"0";"    6352";"1.4";"400";"5798";"1.3";"3.0";"5914";"     1.3";"1.0";"0.3";"   12075";"    7556"
"202";"A048425";"2001JJ00";"6931";"5169";"4758";"    4393";"     278";"87";"617";"";"";"       .";"";"3";"613";"724";"205";"0";"118";"87";"127";"1011";"882";"615";"267";"";"466";"";"261";"118";"87";"127";"338";"";"       .";"";"5";"333";"280";"724";"681";"679";"203";"175";"302";"5";"";"5";"3";"";"3";"71";"71";"0";"71";"0";"    6931";"1.4";"434";"6098";"1.3";"3.0";"6390";"     1.3";"1.0";"0.3";"   12693";"    7794"
"203";"A048425";"2002JJ00";"7543";"5333";"5047";"    4627";"     319";"101";"485";"";"";"       .";"";"6";"479";"787";"199";"0";"97";"102";"134";"1306";"957";"648";"309";"";"480";"";"281";"97";"102";"134";"131";"";"       .";"";"9";"122";"357";"787";"804";"801";"225";"244";"332";"9";"";"9";"6";"";"6";"100";"100";"0";"100";"0";"    7543";"1.5";"468";"6319";"1.3";"2.9";"6906";"     1.4";"1.0";"0.4";"   13280";"    8156"
"204";"A048425";"2003JJ00";"7971";"5827";"5260";"    4795";"     383";"82";"774";"";"";"       .";"";"6";"769";"869";"207";"0";"103";"104";"150";"1202";"1030";"704";"326";"";"509";"";"302";"103";"104";"150";"337";"";"       .";"";"12";"325";"444";"869";"841";"834";"246";"255";"333";"12";"";"12";"6";"";"6";"101";"101";"0";"101";"0";"    7971";"1.6";"492";"6904";"1.3";"3.0";"7226";"     1.4";"1.0";"0.4";"   13524";"    8320"
"205";"A048425";"2004JJ00";"8407";"6044";"5447";"    4966";"     406";"75";"813";"";"";"       .";"";"6";"807";"985";"215";"0";"109";"106";"158";"1353";"1115";"751";"364";"";"541";"";"325";"109";"106";"158";"303";"";"       .";"";"12";"291";"516";"985";"895";"889";"271";"225";"393";"12";"";"12";"6";"";"6";"115";"115";"0";"115";"0";"    8407";"1.6";"517";"7244";"1.4";"3.1";"7566";"     1.4";"1.0";"0.4";"   13575";"    8539"
"206";"A048425";"2005JJ00";"8808";"6378";"5695";"    5167";"     452";"76";"864";"";"";"       .";"";"6";"857";"1082";"181";"0";"74";"107";"172";"1350";"1167";"781";"386";"";"524";"";"344";"74";"107";"172";"341";"";"       .";"";"12";"329";"528";"1082";"947";"941";"292";"217";"432";"12";"";"12";"6";"";"6";"134";"134";"0";"134";"0";"    8808";"1.6";"540";"7640";"1.4";"3.3";"7937";"     1.4";"1.0";"0.4";"   13826";"    8549"
"207";"A048425";"2006JJ00";"8929";"6670";"5827";"    5254";"     491";"82";"1000";"";"";"       .";"";"7";"994";"1396";"157";"0";"43";"114";"185";"1141";"1204";"826";"378";"";"513";"";"356";"43";"114";"185";"575";"";"       .";"";"16";"559";"434";"1396";"960";"951";"327";"215";"409";"16";"";"16";"7";"";"7";"157";"157";"7";"150";"0";"    8929";"1.5";"547";"8224";"1.4";"3.3";"8139";"     1.4";"1.0";"0.4";"   13895";"    8586"
"208";"A048425";"2007JJ00";"9714";"6699";"6141";"    5566";"     500";"75";"742";"";"";"       .";"";"8";"734";"1477";"184";"0";"62";"123";"213";"1758";"1255";"858";"397";"";"554";"";"370";"62";"123";"213";"51";"";"       .";"";"19";"32";"702";"1477";"1107";"1096";"359";"308";"428";"19";"";"19";"8";"";"8";"151";"151";"11";"140";"0";"    9714";"1.6";"594";"8359";"1.4";"3.2";"8643";"     1.4";"1.0";"0.4";"   14148";"    8937"
"209";"A048425";"2008JJ00";"10209";"7317";"6461";"    5864";"     516";"81";"1078";"";"";"       .";"";"18";"1060";"1551";"222";"0";"77";"146";"252";"1436";"1336";"899";"436";"";"606";"";"383";"77";"146";"252";"505";"";"       .";"";"17";"488";"572";"1551";"1245";"1246";"382";"345";"519";"17";"";"17";"18";"";"18";"211";"211";"11";"200";"0";"   10209";"1.6";"622";"9090";"1.4";"3.3";"9253";"     1.4";"1.0";"0.4";"   14660";"    9183"
"210";"A048425";"2009JJ00";"10838";"7575";"6808";"    6116";"     591";"100";"1012";"";"";"       3";"";"25";"984";"1531";"246";"0";"69";"177";"297";"1696";"1401";"964";"438";"";"648";"";"403";"69";"177";"297";"354";"";"       3";"";"12";"339";"645";"1531";"1359";"1372";"417";"362";"593";"12";"";"12";"25";"";"25";"209";"209";"12";"197";"0";"   10838";"1.7";"657";"9351";"1.5";"3.1";"9790";"     1.6";"1.1";"0.5";"   14935";"    9336"
"211";"A048425";"2010JJ00";"11303";"7961";"7164";"    6339";"     704";"121";"1052";"";"";"       3";"";"27";"1021";"1625";"255";"0";"69";"186";"320";"1769";"1472";"1053";"419";"";"686";"";"431";"69";"186";"320";"389";"";"       3";"";"10";"376";"646";"1625";"1327";"1344";"472";"314";"559";"10";"";"10";"27";"";"27";"246";"246";"10";"236";"0";"   11303";"1.8";"682";"9841";"1.5";"3.2";"10226";"     1.6";"1.1";"0.5";"   15032";"    9639"
"212";"A048425";"2011JJ00";"11669";"8456";"7318";"    6466";"     726";"125";"1385";"";"";"       4";"";"28";"1354";"1620";"247";"0";"62";"184";"304";"1497";"1567";"1118";"449";"";"686";"";"440";"62";"184";"304";"756";"";"       4";"";"25";"728";"627";"1620";"1450";"1453";"488";"334";"632";"25";"";"25";"28";"";"28";"266";"266";"9";"257";"0";"   11669";"1.8";"701";"10323";"1.6";"3.4";"10603";"     1.6";"1.1";"0.5";"   15172";"    9447"
"213";"A048425";"2012JJ00";"12026";"8218";"7465";"    6563";"     778";"124";"1007";"";"";"       4";"";"31";"973";"1697";"254";"0";"77";"178";"321";"2058";"1649";"1185";"465";"";"691";"";"437";"77";"178";"321";"282";"";"       4";"";"20";"258";"715";"1697";"1461";"1472";"500";"340";"631";"20";"";"20";"31";"";"31";"288";"288";"9";"279";"0";"   12026";"1.8";"719";"10170";"1.6";"3.3";"10875";"     1.7";"1.1";"0.5";"   15464";"    9842"
"214";"A048425";"2013JJ00";"12431";"8621";"7618";"    6710";"     773";"135";"1246";"";"";"       4";"";"32";"1210";"1700";"243";"0";"80";"163";"341";"2004";"1727";"1243";"485";"";"693";"";"450";"80";"163";"341";"416";"";"       4";"";"18";"394";"816";"1700";"1478";"1492";"516";"355";"621";"18";"";"18";"32";"";"32";"328";"328";"10";"318";"0";"   12431";"1.9";"741";"10564";"1.6";"3.4";"11165";"     1.7";"1.2";"0.5";"   15635";"    9908"
"215";"A048425";"2014JJ00";"12614";"9034";"7772";"    6901";"     734";"137";"1482";"";"";"       4";"";"30";"1448";"1953";"220";"0";"75";"146";"391";"1708";"1817";"1329";"488";"";"694";"";"474";"75";"145";"391";"803";"";"       4";"";"17";"782";"666";"1953";"1517";"1530";"539";"358";"633";"17";"";"17";"30";"";"30";"355";"355";"8";"347";"0";"   12614";"1.9";"750";"11207";"1.7";"3.6";"11475";"     1.7";"1.2";"0.6";"   15557";"    9772"
"216";"A048425";"2015JJ00";"13188";"8889";"7965";"    7066";"     779";"120";"1137";"";"";"       4";"";"32";"1101";"2016";"213";"0";"84";"129";"455";"2387";"1902";"1404";"498";"";"704";"";"491";"84";"129";"455";"219";"";"       4";"";"18";"197";"904";"2016";"1536";"1550";"550";"365";"635";"18";"";"18";"32";"";"32";"377";"377";"7";"370";"0";"   13188";"1.9";"780";"11117";"1.6";"3.6";"11793";"     1.7";"1.2";"0.6";"   15711";"    9862"
"217";"A048425";"2016JJ00";"13527";"10039";"8101";"    7197";"     784";"120";"2114";"";"";"       4";"";"29";"2081";"2177";"176";"0";"74";"102";"497";"1566";"1971";"1474";"497";"";"714";"";"538";"74";"102";"498";"1119";"";"       4";"";"17";"1098";"983";"2177";"1549";"1561";"561";"364";"636";"17";"";"17";"29";"";"29";"373";"373";"7";"366";"0";"   13527";"1.9";"797";"12391";"1.7";"4.1";"12005";"     1.7";"1.1";"0.6";"   15808";"   10141"
"218";"A048425";"2017JJ00";"14172";"9452";"8328";"    7407";"     808";"113";"1289";"";"";"       4";"";"30";"1254";"2104";"165";"0";"82";"83";"527";"2671";"2065";"1544";"521";"";"759";"";"594";"82";"83";"534";"153";"";"       4";"";"18";"131";"1123";"2104";"1632";"1644";"611";"382";"651";"18";"";"18";"30";"";"30";"417";"417";"6";"411";"0";"   14172";"1.9";"830";"11721";"1.6";"3.7";"12454";"     1.7";"1.1";"0.6";"   15916";"   10201"
"219";"A048425";"2018JJ00";"14700";"11010";"8785";"    7872";"     800";"113";"2346";"";"";"       5";"";"30";"2311";"2078";"121";"0";"45";"75";"593";"1561";"2046";"1569";"477";"";"770";"";"649";"45";"75";"593";"1255";"";"       5";"";"23";"1228";"1082";"2078";"1691";"1698";"656";"350";"693";"23";"";"23";"30";"";"30";"439";"439";"10";"429";"0";"   14700";"1.9";"856";"13209";"1.7";"4.0";"12968";"     1.7";"1.1";"0.6";"   16212";"   10486"
"220";"A048425";"2019JJ00";"15122";"10755";"9281";"    8270";"     882";"129";"1557";"";"";"       5";"";"31";"1522";"2060";"83";"0";"30";"53";"684";"2132";"2057";"1569";"488";"";"803";"";"720";"30";"53";"684";"728";"";"       5";"";"22";"701";"820";"2060";"1784";"1793";"701";"358";"734";"22";"";"22";"31";"";"31";"451";"451";"7";"444";"0";"   15122";"1.9";"876";"12899";"1.6";"3.8";"13582";"     1.7";"1.1";"0.5";"   16595";"   10566"
"221";"A048425";"2020JJ00";"15744";"11091";"9618";"    8656";"     827";"135";"1540";"";"";"       5";"";"32";"1503";"2227";"67";"0";"23";"44";"764";"2361";"2164";"1663";"501";"";"871";"";"803";"23";"44";"764";"674";"";"       5";"";"59";"610";"893";"2228";"1816";"1789";"712";"367";"710";"59";"";"59";"32";"";"32";"476";"476";"12";"464";"0";"   15744";"1.9";"904";"13385";"1.7";"3.5";"14047";"     1.8";"1.2";"0.6";"   16521";"   10470"
"222";"A048425";"2021JJ00";"17389";"12987";"11147";"   10093";"     902";"152";"1894";"";"";"       5";"";"41";"1848";"2149";"54";"0";"20";"34";"818";"2077";"2027";"1513";"514";"";"965";"";"911";"20";"34";"818";"915";"";"       5";"";"30";"880";"968";"2149";"1847";"1858";"732";"376";"750";"30";"";"30";"41";"";"41";"478";"478";"9";"469";"0";"   17388";"2.0";"995";"15190";"1.7";"3.8";"15510";"     1.8";"1.3";"0.5";"   17504";"   11158"
"223";"A048425";"2022JJ00";"17885";"13538";"12030";"   10988";"     879";"163";"1550";"";"";"       5";"";"53";"1491";"2278";"42";"0";"17";"25";"892";"2006";"1898";"1356";"542";"";"933";"";"891";"17";"25";"892";"825";"";"       5";"";"32";"788";"703";"2278";"1880";"1901";"775";"397";"729";"32";"";"32";"53";"";"53";"463";"463";"6";"457";"0";"   17885";"1.9";"1017";"15858";"1.7";"3.8";"16292";"     1.7";"1.3";"0.4";"   18216";"   11782"
"224";"A048426";"1995JJ00";".";".";".";"       .";"       .";".";".";"";"";"       .";"";"0";".";".";".";"0";".";".";".";".";".";".";".";"";".";"";".";".";".";".";".";"";"       .";"";".";".";".";".";".";".";".";".";".";".";"";".";".";"";".";".";".";"0";".";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"225";"A048426";"1996JJ00";".";".";".";"       .";"       .";".";".";"";"";"       .";"";".";".";".";".";"0";".";".";".";".";".";".";".";"";".";"";".";".";".";".";".";"";"       .";"";".";".";".";".";".";".";".";".";".";".";"";".";".";"";".";".";".";"0";".";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"226";"A048426";"1997JJ00";"2185";"1514";"1217";"    1182";"       0";"35";"435";"";"";"       .";"";"1";"435";"242";"139";"0";"69";"70";"59";"464";"421";"308";"113";"";"266";"";"128";"69";"70";"59";"223";"";"       .";"";"0";"223";"212";"242";"207";"207";"133";"74";"0";"0";"";"0";"1";"";"1";"0";"0";"0";"0";"0";"    2185";"0.6";"140";"1894";"0.5";"1.1";"1845";"     0.5";"0.3";"0.2";"    6647";"    6647"
"227";"A048426";"1998JJ00";"2296";"1571";"1320";"    1282";"       0";"38";"369";"";"";"       .";"";"1";"368";"388";"118";"0";"62";"55";"68";"499";"457";"334";"123";"";"251";"";"133";"62";"55";"68";"209";"";"       .";"";"0";"209";"159";"388";"227";"227";"147";"81";"0";"0";"";"0";"1";"";"1";"0";"0";"0";"0";"0";"    2296";"0.6";"147";"2077";"0.5";"1.2";"2004";"     0.5";"0.3";"0.2";"    7034";"    7034"
"228";"A048426";"1999JJ00";"2437";"1663";"1394";"    1350";"       0";"44";"386";"";"";"       .";"";"2";"385";"409";"118";"0";"64";"54";"70";"528";"487";"358";"129";"";"267";"";"149";"64";"54";"70";"226";"";"       .";"";"0";"226";"159";"409";"246";"247";"162";"85";"0";"0";"";"0";"2";"";"2";"0";"0";"0";"0";"0";"    2437";"0.6";"155";"2190";"0.5";"1.2";"2128";"     0.5";"0.3";"0.2";"    7213";"    7213"
"229";"A048426";"2000JJ00";"2498";"1712";"1454";"    1405";"       0";"49";"389";"";"";"       .";"";"2";"387";"515";"131";"0";"72";"59";"68";"518";"505";"371";"134";"";"296";"";"165";"72";"59";"68";"283";"";"       .";"";"0";"283";"104";"515";"268";"270";"182";"88";"0";"0";"";"0";"2";"";"2";"0";"0";"0";"0";"0";"    2498";"0.6";"157";"2358";"0.5";"1.2";"2229";"     0.5";"0.3";"0.2";"    7286";"    7286"
"230";"A048426";"2001JJ00";"2879";"2013";"1626";"    1572";"       0";"54";"495";"";"";"       .";"";"3";"491";"350";"108";"0";"62";"46";"67";"563";"538";"389";"150";"";"278";"";"170";"62";"46";"67";"254";"";"       .";"";"0";"254";"238";"350";"303";"306";"203";"98";"6";"0";"";"0";"3";"";"3";"0";"0";"0";"0";"0";"    2879";"0.6";"180";"2471";"0.5";"1.2";"2471";"     0.5";"0.3";"0.2";"    7875";"    7797"
"231";"A048426";"2002JJ00";"3080";"1958";"1666";"    1604";"       0";"63";"394";"";"";"       .";"";"6";"388";"380";"102";"0";"50";"52";"69";"757";"583";"405";"178";"";"283";"";"181";"50";"52";"69";"109";"";"       .";"";"0";"109";"279";"380";"365";"371";"225";"141";"6";"0";"";"0";"6";"";"6";"0";"0";"0";"0";"0";"    3080";"0.6";"191";"2440";"0.5";"1.1";"2620";"     0.5";"0.3";"0.2";"    8140";"    8026"
"232";"A048426";"2003JJ00";"3226";"2175";"1737";"    1687";"       0";"51";"541";"";"";"       .";"";"6";"536";"436";"104";"0";"52";"52";"75";"672";"602";"431";"171";"";"297";"";"193";"52";"52";"75";"227";"";"       .";"";"0";"227";"309";"436";"379";"385";"246";"134";"5";"0";"";"0";"6";"";"6";"0";"0";"0";"0";"0";"    3226";"0.6";"199";"2715";"0.5";"1.2";"2724";"     0.5";"0.3";"0.2";"    8348";"    8235"
"233";"A048426";"2004JJ00";"3498";"2298";"1843";"    1791";"       6";"46";"563";"";"";"       .";"";"6";"557";"496";"108";"0";"55";"53";"80";"775";"666";"455";"212";"";"316";"";"207";"55";"53";"80";"207";"";"       .";"";"0";"207";"350";"496";"425";"431";"271";"131";"29";"0";"";"0";"6";"";"6";"0";"0";"0";"0";"0";"    3498";"0.7";"215";"2902";"0.5";"1.3";"2941";"     0.6";"0.3";"0.2";"    8603";"    8401"
"234";"A048426";"2005JJ00";"3651";"2420";"1929";"    1876";"       6";"47";"584";"";"";"       .";"";"6";"578";"555";"93";"0";"38";"55";"88";"785";"702";"483";"219";"";"311";"";"218";"38";"55";"88";"228";"";"       .";"";"0";"228";"351";"555";"446";"452";"292";"123";"37";"0";"";"0";"6";"";"6";"0";"0";"0";"0";"0";"    3651";"0.7";"224";"3069";"0.6";"1.3";"3083";"     0.6";"0.4";"0.2";"    8810";"    8596"
"235";"A048426";"2006JJ00";"3692";"2563";"1960";"    1901";"       9";"51";"685";"";"";"       .";"";"7";"679";"737";"83";"0";"23";"60";"97";"655";"723";"510";"213";"";"309";"";"227";"23";"60";"97";"377";"";"       .";"";"0";"377";"302";"737";"474";"481";"327";"121";"33";"0";"";"0";"7";"";"7";"0";"0";"0";"0";"0";"    3692";"0.6";"226";"3382";"0.6";"1.3";"3164";"     0.5";"0.3";"0.2";"    8826";"    8595"
"236";"A048426";"2007JJ00";"4181";"2575";"2156";"    2096";"      13";"46";"518";"";"";"       .";"";"8";"511";"793";"99";"0";"33";"66";"114";"1050";"742";"529";"214";"";"335";"";"236";"33";"66";"114";"27";"";"       .";"";"0";"27";"483";"793";"554";"562";"359";"166";"37";"0";"";"0";"8";"";"8";"1";"1";"0";"1";"0";"    4181";"0.7";"256";"3467";"0.6";"1.3";"3461";"     0.6";"0.3";"0.2";"    9237";"    8946"
"237";"A048426";"2008JJ00";"4360";"2924";"2288";"    2227";"      11";"50";"755";"";"";"       .";"";"18";"737";"836";"120";"0";"41";"78";"136";"841";"800";"555";"246";"";"364";"";"244";"41";"78";"136";"324";"";"       .";"";"0";"324";"413";"836";"595";"613";"382";"194";"37";"0";"";"0";"18";"";"18";"1";"1";"0";"1";"0";"    4360";"0.7";"266";"3879";"0.6";"1.4";"3702";"     0.6";"0.4";"0.2";"    9536";"    9238"
"238";"A048426";"2009JJ00";"4656";"3038";"2456";"    2381";"      13";"62";"714";"";"";"       2";"";"25";"687";"827";"133";"0";"37";"96";"161";"998";"838";"591";"247";"";"388";"";"256";"37";"96";"161";"228";"";"       2";"";"0";"227";"460";"827";"618";"644";"417";"204";"22";"0";"";"0";"25";"";"25";"2";"2";"0";"2";"0";"    4656";"0.7";"282";"3998";"0.6";"1.3";"3940";"     0.6";"0.4";"0.2";"    9799";"    9531"
"239";"A048426";"2010JJ00";"4919";"3213";"2647";"    2557";"      16";"75";"705";"";"";"       2";"";"27";"676";"886";"139";"0";"37";"102";"174";"1045";"890";"645";"245";"";"412";"";"273";"37";"102";"174";"257";"";"       2";"";"0";"255";"420";"886";"656";"684";"472";"183";"29";"0";"";"0";"27";"";"27";"5";"5";"0";"5";"0";"    4919";"0.8";"297";"4238";"0.7";"1.4";"4226";"     0.7";"0.4";"0.2";"   10125";"    9819"
"240";"A048426";"2011JJ00";"4854";"3252";"2678";"    2583";"      18";"77";"710";"";"";"       2";"";"28";"680";"890";"136";"0";"34";"101";"167";"911";"943";"684";"259";"";"414";"";"278";"34";"101";"167";"445";"";"       2";"";"0";"443";"237";"890";"687";"714";"488";"192";"34";"0";"";"0";"28";"";"28";"4";"4";"0";"4";"0";"    4854";"0.7";"291";"4278";"0.7";"1.4";"4339";"     0.7";"0.4";"0.3";"   10104";"    9767"
"241";"A048426";"2012JJ00";"5183";"3268";"2718";"    2621";"      20";"77";"692";"";"";"       2";"";"31";"659";"944";"141";"0";"43";"99";"178";"1214";"969";"718";"251";"";"417";"";"276";"43";"99";"178";"172";"";"       2";"";"0";"169";"489";"944";"695";"726";"500";"184";"42";"";"";"0";"31";"";"31";"6";"6";"0";"6";"0";"    5183";"0.8";"310";"4353";"0.7";"1.4";"4418";"     0.7";"0.4";"0.3";"   10237";"    9850"
"242";"A048426";"2013JJ00";"5388";"3491";"2795";"    2690";"      20";"84";"834";"";"";"       3";"";"32";"800";"967";"138";"0";"46";"92";"194";"1177";"1019";"758";"261";"";"423";"";"285";"46";"92";"194";"265";"";"       3";"";"0";"262";"538";"967";"715";"747";"516";"191";"40";"";"";"0";"32";"";"32";"6";"6";"0";"6";"0";"    5388";"0.8";"321";"4596";"0.7";"1.5";"4566";"     0.7";"0.4";"0.3";"   10344";"    9970"
"243";"A048426";"2014JJ00";"5473";"3771";"2915";"    2809";"      20";"86";"984";"";"";"       3";"";"30";"951";"1129";"128";"0";"43";"85";"226";"968";"1056";"811";"245";"";"429";"";"302";"43";"84";"226";"517";"";"       3";"";"0";"514";"437";"1129";"728";"758";"539";"180";"40";"";"";"0";"30";"";"30";"6";"6";"0";"6";"0";"    5473";"0.8";"325";"5028";"0.7";"1.6";"4734";"     0.7";"0.4";"0.3";"   10397";"   10018"
"244";"A048426";"2015JJ00";"5730";"3618";"2989";"    2896";"      18";"75";"751";"";"";"       2";"";"32";"717";"1160";"122";"0";"48";"74";"262";"1376";"1077";"841";"236";"";"433";"";"311";"48";"74";"262";"134";"";"       2";"";"0";"132";"585";"1160";"731";"763";"550";"173";"40";"0";"";"0";"32";"";"32";"6";"6";"0";"6";"0";"    5730";"0.8";"339";"4899";"0.7";"1.6";"4834";"     0.7";"0.4";"0.3";"   10566";"   10181"
"245";"A048426";"2016JJ00";"5963";"4407";"3021";"    2920";"      27";"74";"1486";"";"";"       2";"";"29";"1455";"1235";"100";"0";"42";"58";"282";"798";"1087";"860";"227";"";"437";"";"337";"42";"58";"283";"726";"";"       2";"";"0";"724";"730";"1235";"751";"780";"561";"166";"53";"";"";"0";"29";"";"29";"8";"8";"0";"8";"0";"    5963";"0.8";"351";"5741";"0.8";"1.9";"4895";"     0.7";"0.4";"0.3";"   10730";"   10247"
"246";"A048426";"2017JJ00";"6334";"4064";"3111";"    3013";"      29";"69";"1041";"";"";"       2";"";"30";"1008";"1194";"88";"0";"44";"44";"280";"1460";"1112";"887";"225";"";"457";"";"369";"44";"44";"284";"109";"";"       2";"";"0";"107";"901";"1194";"803";"833";"611";"165";"57";"";"";"0";"30";"";"30";"8";"8";"0";"8";"0";"    6334";"0.8";"371";"5346";"0.7";"1.7";"5064";"     0.7";"0.4";"0.3";"   10986";"   10494"
"247";"A048426";"2018JJ00";"6522";"4965";"3360";"    3258";"      34";"68";"1668";"";"";"       3";"";"30";"1635";"1175";"63";"0";"23";"39";"309";"714";"1066";"878";"188";"";"461";"";"398";"23";"39";"309";"813";"";"       3";"";"0";"811";"824";"1175";"834";"864";"656";"138";"71";"";"";"0";"30";"";"30";"10";"10";"0";"10";"0";"    6522";"0.8";"380";"6204";"0.8";"1.9";"5300";"     0.7";"0.4";"0.3";"   11536";"   10965"
"248";"A048426";"2019JJ00";"6490";"4529";"3505";"    3390";"      38";"77";"1069";"";"";"       3";"";"31";"1036";"1154";"45";"0";"16";"29";"375";"1059";"1041";"848";"193";"";"481";"";"436";"16";"29";"375";"463";"";"       3";"";"0";"460";"575";"1154";"891";"922";"701";"141";"80";"";"";"0";"31";"";"31";"11";"11";"0";"11";"0";"    6490";"0.8";"376";"5729";"0.7";"1.7";"5479";"     0.7";"0.4";"0.2";"   11812";"   11199"
