"ID";"Onderwijssectoren";"Perioden";"TotaalUitgavenAanOnderwijs_1";"TotaalOverheid_2";"TotaalAanOnderwijsinstellingen_3";"LumpsumFinanciering_4";"Contractonderzoek_5";"Apparaatskosten_6";"TotaalSubsidieEnFiscaleRegelingen_7";"EducatiefDeelDagbestPeuterspeelz_8";"Leerlingenvervoer_9";"OnderwijsvoorzieningenJonggehandicapten_10";"TegemoetkomingSchoolkosten_11";"BegeleidingskostenLeerBedrijven_12";"StudiefinancieringGiften_13";"StudiefinancieringLeningen_14";"TotaalOntvangsten_15";"EUSubsidieregelingen_16";"TerugontvangenStudiefinancieringEn_17";"RenteOpStudieleningen_18";"AflossingenOpStudieleningen_19";"TotaalHuishoudens_20";"TotaalAanOnderwijsinstellingen_21";"LesEnCollegegeldBekostigdOnderwijs_22";"LesEnCollegegeldParticulOnderwijs_23";"OuderbijdragenEnSchoolactiviteiten_24";"TotaalOverigeUitgaven_25";"EducatiefDeelDagbestPeuterspeelz_26";"BoekenLeermiddelenOVEnBijles_27";"TeveelOntvangenStudiefinancieringEn_28";"RenteOpStudieleningen_29";"AflossingenOpStudieleningen_30";"TotaalOntvangenBijdragen_31";"KinderopvangtoeslagEducatiefDeel_32";"OnderwijsvoorzieningenJonggehandicapten_33";"TegemoetkomingSchoolkosten_34";"StudiebeurzenVanBedrijven_35";"StudiefinancieringVoorLesEnColl_36";"StudiefinancieringVoorLevensonderhoud_37";"StudiefinancieringLeningen_38";"TotaalBedrijven_39";"TotaalAanOnderwijsinstellingen_40";"BegeleidingDualeLeerlingenStagiairs_41";"LesEnCollegegeldParticulOnderwijs_42";"Contractonderzoek_43";"TotaalOverigeUitgaven_44";"KinderopvangtoeslagEducatiefDeel_45";"Studiebeurzen_46";"TotaalOntvangenSubsidies_47";"Leerlingenvervoer_48";"BegeleidingskostenLeerBedrijven_49";"TotaalBuitenland_50";"TotaalAanOnderwijsinstellingen_51";"InternationaleMiddelen_52";"Contractonderzoek_53";"EUSubsidieregelingen_54";"TotaalUitgavenAanOnderwijs_55";"InBbp_56";"PerHoofdVanDeBevolking_57";"TotaalOverheidsuitgavenAanOnderwijs_58";"InBbp_59";"InVanDeTotaleOverheidsuitgaven_60";"TotaalAanOnderwijsinstellingen_61";"TotaalInBbp_62";"Overheid_63";"HuishoudensBedrijvenBuitenland_64";"PerDeelnemerInclusiefRD_65";"PerDeelnemerExclusiefRD_66"
"0";"T001555";"1995JJ00";"17975";"15241";"13621";"   12816";"     198";"607";"1846";"";"      90";"       .";"225";"52";"1479";"212";"227";"52";"99";"76";"100";"1500";"1431";"750";"384";"297";"987";"";"813";"99";"76";"100";"918";"";"       .";"225";"3";"690";"789";"212";"1124";"1173";"731";"260";"182";"3";"";"3";"52";"90";"52";"111";"59";"0";"59";"52";"   17975";"5.5";"1165";"15679";"4.8";"8.9";"16284";"     4.9";"4.1";"0.8";"";""
"1";"T001555";"1996JJ00";"18347";"15650";"13967";"   13133";"     205";"629";"1896";"";"      90";"       .";"226";"174";"1406";"288";"212";"52";"93";"66";"100";"1554";"1456";"780";"379";"298";"974";"";"815";"93";"66";"100";"877";"";"       .";"226";"3";"647";"759";"288";"1032";"1203";"736";"283";"184";"3";"";"3";"174";"90";"174";"111";"59";"0";"59";"52";"   18347";"5.3";"1184";"16150";"4.7";"10.0";"16684";"     4.8";"4.1";"0.8";"";""
"2";"T001555";"1997JJ00";"18694";"15753";"14208";"   13451";"     219";"538";"1856";"";"      92";"       .";"205";"176";"1383";"409";"311";"52";"129";"130";"110";"1790";"1523";"817";"400";"307";"1098";"";"840";"129";"130";"110";"831";"";"       .";"205";"4";"623";"760";"409";"1039";"1211";"780";"232";"200";"4";"";"4";"176";"92";"176";"113";"61";"0";"61";"52";"   18694";"5.1";"1201";"16473";"4.5";"9.8";"17002";"     4.6";"3.8";"0.8";"";""
"3";"T001555";"1998JJ00";"20206";"16996";"15616";"   14817";"     220";"579";"1652";"";"      95";"       .";"193";"190";"1175";"652";"272";"52";"117";"104";"127";"1891";"1550";"799";"437";"314";"1094";"";"874";"117";"104";"127";"753";"";"       .";"193";"5";"555";"620";"652";"1201";"1385";"885";"252";"248";"5";"";"5";"190";"95";"190";"118";"66";"0";"66";"52";"   20206";"5.1";"1291";"17920";"4.5";"10.3";"18617";"     4.7";"4.0";"0.8";"";""
"4";"T001555";"1999JJ00";"21424";"17998";"16548";"   15686";"     208";"653";"1713";"";"     100";"       .";"218";"198";"1197";"659";"262";"52";"114";"96";"125";"1981";"1691";"897";"458";"336";"1087";"";"877";"114";"96";"125";"796";"";"       .";"218";"6";"572";"625";"659";"1324";"1516";"976";"265";"275";"6";"";"6";"198";"100";"198";"120";"68";"0";"68";"52";"   21424";"5.1";"1359";"18920";"4.5";"10.4";"19822";"     4.7";"3.9";"0.8";"";""
"5";"T001555";"2000JJ00";"23196";"19638";"18031";"   17100";"     232";"699";"1972";"";"     105";"       .";"284";"280";"1304";"829";"365";"115";"144";"106";"123";"1947";"1749";"916";"474";"360";"1224";"";"974";"144";"106";"123";"1026";"";"       .";"284";"6";"737";"567";"829";"1418";"1692";"1108";"274";"310";"6";"";"6";"280";"105";"280";"193";"78";"0";"78";"115";"   23196";"5.1";"1462";"20832";"4.6";"10.9";"21550";"     4.8";"4.0";"0.8";"";""
"6";"T001555";"2001JJ00";"25606";"21635";"20062";"   19029";"     278";"755";"1908";"";"     111";"       .";"326";"294";"1177";"815";"335";"115";"132";"87";"127";"2221";"1879";"976";"531";"372";"1209";"";"989";"132";"87";"127";"866";"";"       .";"326";"5";"535";"641";"815";"1563";"1852";"1245";"306";"302";"5";"";"5";"294";"111";"294";"186";"71";"0";"71";"115";"   25606";"5.3";"1602";"22785";"4.7";"11.0";"23864";"     5.0";"4.2";"0.8";"";""
"7";"T001555";"2002JJ00";"27806";"23088";"21647";"   20468";"     319";"860";"1768";"";"     116";"       .";"340";"384";"928";"884";"327";"115";"109";"102";"134";"2773";"2008";"1037";"556";"415";"1329";"";"1118";"109";"102";"134";"565";"";"       .";"340";"9";"216";"713";"884";"1730";"2105";"1393";"380";"332";"9";"";"9";"384";"116";"384";"216";"100";"0";"100";"115";"   27806";"5.5";"1727";"24298";"4.8";"11.1";"25860";"     5.2";"4.3";"0.8";"";""
"8";"T001555";"2003JJ00";"29584";"24775";"22968";"   21914";"     383";"670";"2139";"";"     122";"       .";"347";"327";"1343";"992";"333";"115";"113";"104";"150";"2680";"2124";"1113";"589";"422";"1415";"";"1198";"113";"104";"150";"859";"";"       .";"347";"12";"500";"842";"992";"1913";"2229";"1496";"400";"333";"12";"";"12";"327";"122";"327";"217";"101";"0";"101";"115";"   29584";"5.8";"1827";"26100";"5.1";"11.4";"27422";"     5.3";"4.5";"0.9";"";""
"9";"T001555";"2004JJ00";"30721";"25625";"23595";"   22604";"     406";"585";"2373";"";"     134";"       .";"386";"318";"1535";"1065";"343";"115";"122";"106";"158";"2848";"2347";"1201";"705";"442";"1504";"";"1276";"122";"106";"158";"1003";"";"       .";"386";"12";"605";"930";"1065";"2018";"2324";"1548";"383";"393";"12";"";"12";"318";"134";"318";"231";"115";"0";"115";"115";"   30721";"5.8";"1890";"27033";"5.1";"11.7";"28381";"     5.4";"4.5";"0.9";"";""
"10";"T001555";"2005JJ00";"32159";"26864";"24876";"   23850";"     452";"575";"2302";"";"     136";"       .";"268";"302";"1596";"1190";"314";"115";"91";"107";"172";"2936";"2250";"984";"798";"468";"1598";"";"1400";"91";"107";"172";"912";"";"       .";"268";"12";"632";"964";"1190";"2109";"2399";"1571";"397";"432";"12";"";"12";"302";"136";"302";"250";"134";"0";"134";"115";"   32159";"5.8";"1972";"28368";"5.1";"12.2";"29660";"     5.4";"4.5";"0.9";"";""
"11";"T001555";"2006JJ00";"33103";"27786";"25494";"   24403";"     491";"600";"2589";"";"     155";"       .";"269";"308";"1856";"1644";"298";"130";"54";"114";"185";"2808";"2269";"1007";"770";"492";"1689";"";"1521";"54";"114";"185";"1149";"";"       .";"269";"16";"864";"992";"1644";"2220";"2512";"1720";"384";"409";"16";"";"16";"308";"155";"308";"289";"160";"10";"150";"130";"   33103";"5.7";"2027";"29727";"5.1";"11.8";"30435";"     5.2";"4.4";"0.8";"";""
"12";"T001555";"2007JJ00";"34570";"28198";"26521";"   25485";"     500";"536";"1969";"";"     160";"       .";"268";"304";"1237";"1952";"292";"92";"77";"123";"213";"3572";"2309";"1047";"757";"505";"1767";"";"1567";"77";"123";"213";"504";"";"       .";"268";"19";"218";"1020";"1952";"2554";"2840";"1913";"499";"428";"19";"";"19";"304";"160";"304";"246";"154";"14";"140";"92";"   34570";"5.6";"2113";"30441";"4.9";"11.6";"31823";"     5.1";"4.3";"0.9";"";""
"13";"T001555";"2008JJ00";"36358";"30368";"27806";"   26737";"     516";"552";"2941";"";"     171";"       .";"554";"475";"1741";"1962";"378";"139";"93";"146";"252";"2911";"2426";"1079";"791";"556";"1798";"";"1559";"93";"146";"252";"1312";"";"       .";"554";"17";"742";"1000";"1962";"2697";"3155";"2108";"528";"519";"17";"";"17";"475";"171";"475";"382";"242";"42";"200";"139";"   36358";"5.6";"2216";"32708";"5.1";"11.7";"33628";"     5.2";"4.3";"0.9";"";""
"14";"T001555";"2009JJ00";"38316";"31819";"29653";"   28408";"     591";"654";"2569";"";"     172";"      17";"145";"558";"1678";"1864";"403";"143";"83";"177";"297";"3262";"2479";"1151";"783";"545";"1550";"";"1290";"83";"177";"297";"767";"";"      17";"145";"12";"593";"1085";"1864";"2848";"3394";"2258";"543";"593";"12";"";"12";"558";"172";"558";"387";"244";"47";"197";"143";"   38316";"6.1";"2324";"34086";"5.5";"11.5";"35769";"     5.7";"4.7";"1.0";"";""
"15";"T001555";"2010JJ00";"39567";"32802";"30395";"   28938";"     704";"754";"2850";"92";"     173";"      19";"100";"608";"1858";"1841";"443";"154";"82";"207";"354";"3468";"2563";"1256";"755";"552";"1742";"111";"1342";"82";"207";"354";"837";"70";"      19";"100";"10";"638";"1220";"1841";"2866";"3447";"2415";"472";"559";"27";"17";"10";"608";"173";"608";"431";"277";"41";"236";"154";"   39567";"6.2";"2387";"35086";"5.5";"11.5";"36681";"     5.7";"4.8";"1.0";"";""
"16";"T001555";"2011JJ00";"39971";"33187";"30322";"   28841";"     726";"754";"3400";"202";"     173";"      22";"97";"671";"2236";"1808";"535";"229";"78";"228";"373";"3231";"2624";"1325";"775";"525";"1909";"297";"1306";"78";"228";"373";"1302";"160";"      22";"97";"25";"998";"1238";"1808";"3032";"3636";"2521";"484";"632";"66";"41";"25";"671";"173";"671";"521";"292";"36";"257";"229";"   39971";"6.1";"2400";"35529";"5.5";"11.7";"36875";"     5.7";"4.7";"1.0";"";""
"17";"T001555";"2012JJ00";"40465";"33091";"30705";"   29184";"     778";"742";"2735";"151";"     171";"      23";"93";"490";"1807";"1887";"349";"44";"81";"224";"395";"3780";"2747";"1406";"831";"509";"1808";"301";"1203";"81";"224";"395";"775";"137";"      23";"93";"20";"502";"1305";"1887";"3233";"3643";"2500";"512";"631";"80";"60";"20";"490";"171";"490";"360";"316";"38";"279";"44";"   40465";"6.2";"2419";"35327";"5.4";"11.6";"37411";"     5.7";"4.7";"1.0";"";""
"18";"T001555";"2013JJ00";"41538";"34246";"31626";"   30048";"     773";"804";"2935";"128";"     170";"      23";"84";"443";"2088";"1940";"315";"0";"110";"205";"427";"3765";"2819";"1448";"849";"522";"1854";"283";"1257";"110";"205";"427";"908";"112";"      23";"84";"18";"670";"1418";"1940";"3173";"3534";"2390";"524";"621";"81";"63";"18";"443";"170";"443";"354";"354";"37";"318";"0";"   41538";"6.3";"2475";"36501";"5.5";"11.9";"38333";"     5.8";"4.8";"1.0";"";""
"19";"T001555";"2014JJ00";"41225";"34175";"31220";"   29697";"     734";"789";"3233";"113";"     174";"      22";"82";"319";"2523";"2207";"278";"0";"100";"178";"477";"3462";"2945";"1553";"869";"523";"1812";"256";"1279";"100";"177";"477";"1295";"93";"      22";"82";"17";"1081";"1442";"2207";"3206";"3452";"2285";"534";"633";"73";"56";"17";"319";"174";"319";"382";"382";"35";"347";"0";"   41225";"6.1";"2450";"36660";"5.5";"11.9";"37999";"     5.7";"4.6";"1.0";"";""
"20";"T001555";"2015JJ00";"42250";"34272";"31992";"   30519";"     779";"694";"2567";"94";"     172";"      22";"72";"311";"1896";"2344";"287";"36";"104";"147";"517";"4243";"3066";"1663";"882";"521";"1776";"249";"1276";"104";"147";"517";"599";"90";"      22";"72";"18";"397";"1499";"2344";"3295";"3529";"2359";"535";"635";"77";"59";"18";"311";"172";"311";"440";"404";"34";"370";"36";"   42250";"6.1";"2500";"36903";"5.3";"12.0";"38991";"     5.7";"4.6";"1.0";"";""
"21";"T001555";"2016JJ00";"42764";"36074";"32420";"   30945";"     784";"691";"3894";"123";"     178";"      23";"67";"297";"3206";"2501";"240";"26";"94";"120";"583";"3078";"3127";"1723";"881";"523";"1837";"297";"1326";"94";"120";"584";"1886";"120";"      23";"66";"17";"1660";"1546";"2501";"3186";"3400";"2232";"532";"636";"83";"66";"17";"297";"178";"297";"425";"400";"34";"366";"25";"   42764";"6.0";"2519";"38814";"5.4";"12.6";"39346";"     5.6";"4.6";"1.0";"";""
"22";"T001555";"2017JJ00";"44273";"35504";"33076";"   31650";"     808";"618";"2658";"113";"     181";"      23";"73";"299";"1968";"2466";"230";"26";"105";"99";"627";"4788";"3306";"1786";"912";"608";"1943";"268";"1471";"105";"99";"634";"461";"110";"      23";"73";"18";"237";"1732";"2466";"3509";"3734";"2535";"548";"651";"74";"56";"18";"299";"181";"299";"472";"446";"35";"411";"26";"   44273";"6.0";"2592";"38200";"5.2";"12.1";"40562";"     5.5";"4.5";"1.0";"";""
"23";"T001555";"2018JJ00";"46403";"38795";"34622";"   33221";"     800";"603";"4357";"154";"     194";"      25";"74";"310";"3600";"2488";"184";"32";"62";"89";"700";"3256";"3309";"1806";"843";"661";"2149";"340";"1659";"62";"89";"700";"2202";"180";"      25";"74";"23";"1902";"1696";"2488";"3854";"4059";"2875";"491";"693";"105";"82";"23";"310";"194";"310";"498";"466";"37";"429";"32";"   46403";"6.0";"2702";"41467";"5.4";"12.6";"42456";"     5.5";"4.4";"1.0";"";""
"24";"T001555";"2019JJ00";"48190";"39290";"35953";"   34400";"     882";"671";"3455";"182";"     207";"      25";"70";"317";"2655";"2544";"118";"0";"45";"73";"800";"4243";"3355";"1815";"863";"677";"2298";"412";"1768";"45";"73";"800";"1410";"216";"      25";"70";"22";"1077";"1577";"2544";"4178";"4385";"3149";"502";"734";"110";"88";"22";"317";"207";"317";"479";"479";"35";"444";"0";"   48190";"6.0";"2790";"41953";"5.2";"12.3";"44172";"     5.5";"4.4";"1.0";"";""
"25";"T001555";"2020JJ00";"49524";"40387";"37295";"   35792";"     827";"676";"3190";"231";"     218";"      21";"63";"326";"2332";"2717";"98";"0";"35";"63";"955";"4435";"3373";"1916";"889";"568";"2356";"429";"1829";"35";"63";"955";"1294";"255";"      21";"63";"59";"896";"1436";"2718";"4197";"4378";"3152";"516";"710";"145";"86";"59";"326";"218";"326";"505";"505";"41";"464";"0";"   49524";"6.2";"2845";"43203";"5.4";"11.3";"45551";"     5.7";"4.7";"1.1";"";""
"26";"T001555";"2021JJ00";"54165";"45165";"41448";"   39816";"     902";"730";"3818";"235";"     226";"      24";"59";"431";"2843";"2670";"101";"17";"31";"53";"1054";"4346";"3247";"1718";"905";"624";"2750";"437";"2229";"31";"53";"1054";"1651";"260";"      24";"59";"30";"1278";"1565";"2670";"4129";"4442";"3164";"528";"750";"118";"88";"30";"431";"226";"431";"525";"508";"39";"469";"17";"   54164";"6.2";"3100";"47936";"5.4";"12.0";"49645";"     5.7";"4.8";"0.9";"";""
"27";"T001555";"2022JJ00";"58046";"48435";"45128";"   43479";"     879";"770";"3394";"240";"     234";"      24";"62";"491";"2342";"2837";"87";"17";"28";"42";"1164";"4816";"3275";"1549";"953";"773";"3048";"476";"2502";"28";"42";"1164";"1507";"270";"      24";"62";"32";"1118";"1224";"2837";"4287";"4649";"3363";"557";"729";"129";"97";"32";"491";"234";"491";"510";"493";"36";"457";"17";"   58046";"6.2";"3300";"51359";"5.4";"12.3";"53545";"     5.6";"4.7";"0.8";"";""
"28";"A048576";"1995JJ00";"4728";"4616";"4556";"    4250";"";"307";"60";"";"      60";"       .";"";"";"";"";"0";"0";"";"";"";"111";"76";"";"23";"53";"35";"";"35";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"60";"";"0";"0";"0";"";"0";"    4728";"1.4";"307";"4616";"1.4";"2.6";"4633";"     1.4";"1.4";"0.0";"    2903";"    2903"
"29";"A048576";"1996JJ00";"4968";"4852";"4792";"    4475";"";"318";"60";"";"      60";"       .";"";"";"";"";"0";"0";"";"";"";"116";"79";"";"25";"55";"36";"";"36";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"60";"";"0";"0";"0";"";"0";"    4968";"1.4";"321";"4852";"1.4";"3.0";"4872";"     1.4";"1.4";"0.0";"    3004";"    3004"
"30";"A048576";"1997JJ00";"5232";"5100";"5042";"    4770";"";"272";"58";"";"      58";"       .";"";"";"";"";"0";"0";"";"";"";"132";"89";"";"26";"63";"43";"";"43";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"58";"";"0";"0";"0";"";"0";"    5232";"1.4";"336";"5100";"1.4";"3.0";"5131";"     1.4";"1.4";"0.0";"    3123";"    3123"
"31";"A048576";"1998JJ00";"5859";"5720";"5660";"    5366";"";"294";"60";"";"      60";"       .";"";"";"";"";"0";"0";"";"";"";"139";"94";"";"29";"64";"45";"";"45";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"60";"";"0";"0";"0";"";"0";"    5859";"1.5";"374";"5720";"1.5";"3.3";"5754";"     1.5";"1.4";"0.0";"    3466";"    3466"
"32";"A048576";"1999JJ00";"6170";"6026";"5963";"    5632";"";"332";"63";"";"      63";"       .";"";"";"";"";"0";"0";"";"";"";"144";"98";"";"30";"68";"46";"";"46";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"63";"";"0";"0";"0";"";"0";"    6170";"1.5";"392";"6026";"1.4";"3.3";"6061";"     1.4";"1.4";"0.0";"    3623";"    3623"
"33";"A048576";"2000JJ00";"6801";"6651";"6585";"    6232";"";"353";"66";"";"      66";"       .";"";"";"";"";"0";"0";"";"";"";"150";"103";"";"32";"72";"47";"";"47";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"66";"";"0";"0";"0";"";"0";"    6801";"1.5";"429";"6651";"1.5";"3.5";"6688";"     1.5";"1.5";"0.0";"    3981";"    3981"
"34";"A048576";"2001JJ00";"7694";"7540";"7470";"    7092";"";"378";"70";"";"      70";"       .";"";"";"";"";"0";"0";"";"";"";"154";"107";"";"36";"71";"47";"";"47";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"70";"";"0";"0";"0";"";"0";"    7694";"1.6";"481";"7540";"1.6";"3.6";"7577";"     1.6";"1.6";"0.0";"    4496";"    4496"
"35";"A048576";"2002JJ00";"8533";"8377";"8304";"    7878";"";"426";"72";"";"      72";"       .";"";"";"";"";"0";"0";"";"";"";"157";"105";"";"42";"63";"52";"";"52";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"72";"";"0";"0";"0";"";"0";"    8533";"1.7";"530";"8377";"1.7";"3.8";"8409";"     1.7";"1.7";"0.0";"    4974";"    4974"
"36";"A048576";"2003JJ00";"9288";"9127";"9051";"    8724";"";"327";"76";"";"      76";"       .";"";"";"";"";"0";"0";"";"";"";"161";"107";"";"43";"64";"54";"";"54";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"76";"";"0";"0";"0";"";"0";"    9288";"1.8";"574";"9127";"1.8";"4.0";"9158";"     1.8";"1.8";"0.0";"    5419";"    5419"
"37";"A048576";"2004JJ00";"9291";"9123";"9040";"    8759";"";"281";"83";"";"      83";"       .";"";"";"";"";"0";"0";"";"";"";"169";"113";"";"48";"65";"56";"";"56";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"83";"";"0";"0";"0";"";"0";"    9291";"1.8";"571";"9123";"1.7";"4.0";"9153";"     1.7";"1.7";"0.0";"    5416";"    5416"
"38";"A048576";"2005JJ00";"9648";"9473";"9389";"    9118";"";"272";"84";"";"      84";"       .";"";"";"";"";"0";"0";"";"";"";"175";"117";"";"51";"66";"58";"";"58";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"84";"";"0";"0";"0";"";"0";"    9648";"1.8";"592";"9473";"1.7";"4.1";"9506";"     1.7";"1.7";"0.0";"    5623";"    5623"
"39";"A048576";"2006JJ00";"9790";"9609";"9515";"    9235";"";"279";"95";"";"      95";"       .";"";"";"";"";"0";"0";"";"";"";"180";"120";"";"54";"67";"60";"";"60";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"95";"";"0";"0";"0";"";"0";"    9790";"1.7";"599";"9609";"1.6";"3.8";"9635";"     1.6";"1.6";"0.0";"    5705";"    5705"
"40";"A048576";"2007JJ00";"9891";"9696";"9606";"    9359";"";"247";"97";"";"      97";"       .";"";"";"";"";"8";"8";"";"";"";"187";"126";"";"58";"68";"61";"";"61";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"97";"";"8";"0";"0";"";"8";"    9891";"1.6";"605";"9704";"1.6";"3.7";"9732";"     1.6";"1.6";"0.0";"    5765";"    5765"
"41";"A048576";"2008JJ00";"10496";"10272";"10180";"    9928";"";"252";"105";"";"     105";"       .";"";"";"";"";"13";"13";"";"";"";"195";"133";"";"61";"72";"62";"";"62";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"105";"";"29";"16";"16";"";"13";"   10496";"1.6";"640";"10284";"1.6";"3.7";"10329";"     1.6";"1.6";"0.0";"    6120";"    6120"
"42";"A048576";"2009JJ00";"11001";"10788";"10690";"   10397";"";"294";"112";"";"     105";"       7";"";"";"";"";"14";"14";"";"";"";"182";"131";"";"58";"73";"58";"";"58";"";"";"";"7";"";"       7";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"105";"";"30";"16";"16";"";"14";"   11001";"1.8";"667";"10802";"1.7";"3.6";"10838";"     1.7";"1.7";"0.0";"    6442";"    6442"
"43";"A048576";"2010JJ00";"11205";"10935";"10738";"   10405";"";"332";"205";"92";"     105";"       8";"";"";"";"";"8";"8";"";"";"";"229";"135";"";"55";"80";"172";"111";"61";"";"";"";"78";"70";"       8";"";"0";"";"";"";"17";"";"";"";"";"17";"17";"0";"";"105";"";"24";"16";"16";"";"8";"   11205";"1.8";"676";"10943";"1.7";"3.6";"10888";"     1.7";"1.7";"0.0";"    6533";"    6533"
"44";"A048576";"2011JJ00";"11267";"10881";"10574";"   10246";"";"328";"315";"202";"     105";"       9";"";"";"";"";"8";"8";"";"";"";"324";"137";"";"52";"84";"357";"297";"60";"";"";"";"169";"160";"       9";"";"0";"";"";"";"41";"";"";"";"";"41";"41";"0";"";"105";"";"21";"13";"13";"";"8";"   11267";"1.7";"676";"10889";"1.7";"3.6";"10723";"     1.6";"1.6";"0.0";"    6536";"    6536"
"45";"A048576";"2012JJ00";"11260";"10812";"10563";"   10243";"";"319";"263";"151";"     102";"      10";"";"";"";"";"14";"14";"";"";"";"361";"146";"";"56";"90";"361";"301";"60";"";"";"";"146";"137";"      10";"";"0";"";"";"";"60";"";"";"";"";"60";"60";"0";"";"102";"";"27";"13";"13";"";"14";"   11260";"1.7";"673";"10826";"1.7";"3.5";"10722";"     1.6";"1.6";"0.0";"    6625";"    6625"
"46";"A048576";"2013JJ00";"11528";"11076";"10838";"   10496";"";"342";"238";"128";"     100";"      10";"";"";"";"";"0";"0";"";"";"";"376";"152";"";"61";"91";"346";"283";"64";"";"";"";"122";"112";"      10";"";"0";"";"";"";"63";"";"";"";"";"63";"63";"0";"";"100";"";"13";"13";"13";"";"0";"   11528";"1.7";"687";"11076";"1.7";"3.6";"11003";"     1.7";"1.6";"0.0";"    6875";"    6875"
"47";"A048576";"2014JJ00";"11131";"10684";"10460";"   10131";"";"329";"224";"113";"     102";"       9";"";"";"";"";"0";"0";"";"";"";"377";"163";"";"65";"98";"316";"256";"60";"";"";"";"102";"93";"       9";"";"0";"";"";"";"56";"";"";"";"";"56";"56";"0";"";"102";"";"14";"14";"14";"";"0";"   11131";"1.7";"661";"10684";"1.6";"3.5";"10636";"     1.6";"1.6";"0.0";"    6751";"    6751"
"48";"A048576";"2015JJ00";"11141";"10677";"10486";"   10198";"";"288";"202";"94";"      99";"       9";"";"";"";"";"11";"11";"";"";"";"379";"169";"";"72";"97";"309";"249";"60";"";"";"";"99";"90";"       9";"";"0";"";"";"";"59";"";"";"";"";"59";"59";"0";"";"99";"";"25";"14";"14";"";"11";"   11141";"1.6";"660";"10689";"1.5";"3.5";"10670";"     1.5";"1.5";"0.0";"    6841";"    6841"
"49";"A048576";"2016JJ00";"11182";"10699";"10472";"   10188";"";"284";"235";"123";"     102";"      10";"";"";"";"";"8";"8";"";"";"";"395";"167";"";"71";"96";"357";"297";"60";"";"";"";"129";"120";"       9";"";"0";"";"";"";"66";"";"";"";"";"66";"66";"0";"";"102";"";"21";"14";"14";"";"7";"   11182";"1.6";"658";"10707";"1.5";"3.4";"10653";"     1.5";"1.5";"0.0";"    6945";"    6945"
"50";"A048576";"2017JJ00";"11464";"10990";"10772";"   10522";"";"250";"226";"113";"     104";"      10";"";"";"";"";"8";"8";"";"";"";"395";"178";"";"75";"103";"337";"268";"69";"";"";"";"120";"110";"      10";"";"0";"";"";"";"56";"";"";"";"";"56";"56";"0";"";"104";"";"22";"14";"14";"";"8";"   11464";"1.6";"671";"10998";"1.5";"3.5";"10964";"     1.5";"1.5";"0.0";"    7215";"    7215"
"51";"A048576";"2018JJ00";"12141";"11618";"11352";"   11110";"";"243";"276";"154";"     112";"      10";"";"";"";"";"10";"10";"";"";"";"416";"181";"";"79";"102";"424";"340";"85";"";"";"";"189";"180";"      10";"";"0";"";"";"";"82";"";"";"";"";"82";"82";"0";"";"112";"";"23";"13";"13";"";"10";"   12141";"1.6";"707";"11628";"1.5";"3.5";"11546";"     1.5";"1.5";"0.0";"    7703";"    7703"
"52";"A048576";"2019JJ00";"12760";"12203";"11890";"   11619";"";"271";"313";"182";"     121";"      10";"";"";"";"";"0";"0";"";"";"";"456";"187";"";"79";"108";"495";"412";"83";"";"";"";"226";"216";"      10";"";"0";"";"";"";"88";"";"";"";"";"88";"88";"0";"";"121";"";"13";"13";"13";"";"0";"   12760";"1.6";"739";"12203";"1.5";"3.6";"12090";"     1.5";"1.5";"0.0";"    8109";"    8109"
"53";"A048576";"2020JJ00";"13436";"12911";"12544";"   12272";"";"272";"367";"231";"     128";"       8";"";"";"";"";"0";"0";"";"";"";"426";"176";"";"79";"97";"513";"429";"85";"";"";"";"263";"255";"       8";"";"0";"";"";"";"86";"";"";"";"";"86";"86";"0";"";"128";"";"13";"13";"13";"";"0";"   13436";"1.7";"772";"12911";"1.6";"3.4";"12733";"     1.6";"1.6";"0.0";"    8570";"    8570"
